region,county,product,quantity
West Midlands,Staffordshire,fresh whole turkey,1027295
South East England,Mole Valley,dyson washing machine,1027287
Scotland,North Ayrshire,fresh whole chicken,1027264
Wales,Ceredigion,Sweet potatoes loose,1027252
North West England,Sefton,pokemon yellow,1027226
South West England,Dorset,Fairtrade Bananas Loose,1027217
South West England,Forest of Dean,play station 3,1027215
Northern Ireland,Larne,oxford shoes,1027211
South East England,Chiltern,apple macbook air mid 2009,1027197
South West England,East Devon,silk scarf,1027176
Northern Ireland,Larne,fresh whole turkey,1027138
South East England,Chiltern,beans,1027123
South West England,Forest of Dean,hp dv 2000 laptop,1027116
South East England,Mole Valley,Plain Greek yoghurt,1027114
South West England,East Devon,rice,1027074
Scotland,Peeblesshire,apple macbook air mid 2009,1027054
Wales,Ceredigion,hotpoint washing machine,1026964
West Midlands,Lichfield,apple macbook pro mid 2009,1026949
South East England,Mole Valley,cotton tie,1026895
Wales,Ceredigion,mild cheddar cheese,1026817
London,Haringey,organic raspberry yoghurt,1026815
Wales,Ceredigion,pokemon blue,1026761
London,Haringey,dual shock controller,1026746
Scotland,Peeblesshire,Blueberry yoghurt,1026667
South East England,Chiltern,british bramley cooking apples,1026604
Northern Ireland,Larne,chocolate twist,1026583
Scotland,Peeblesshire,Organic mILK,1026539
Northern Ireland,Larne,Blueberry yoghurt,1026488
East of England,Castle Point,pain au chocolate,1026471
West Midlands,Lichfield,pokemon blue,1026458
London,Haringey,chocolate fudge cake,1026396
South East England,Mole Valley,denim jacket,1026395
South West England,East Devon,aubergine,1026389
Scotland,North Ayrshire,hp envy laptop,1026351
West Midlands,Staffordshire,oxford shoes,1026340
Wales,Ceredigion,grey blazers,1026325
South West England,Dorset,shortbread,1026240
South East England,East Sussex,jam doughnut,1026202
South East England,Chiltern,salmon fillets,1026194
West Midlands,Stoke-on-Trent,21 day mature sirlion steak,1026183
South West England,East Devon,dual shock controller,1026167
South West England,Dorset,british fresh turkey mince,1026140
West Midlands,Lichfield,oxford shoes,1026119
Scotland,Peeblesshire,Plain Greek yoghurt,1025946
Wales,Swansea,pain au raisins,1025924
Scotland,Peeblesshire,millionaire square,1025903
South West England,Dorset,british fresh chicken thigh fillets,1025825
West Midlands,Lichfield,british bramley cooking apples,1025819
East Midlands,Bassetlaw,rice,1025775
North West England,Sefton,lg washing machine,1025736
North West England,Cheshire East,unsalted butter,1025725
South East England,Mole Valley,dyson vacuum cleaner,1025724
West Midlands,Staffordshire,silk tie,1025690
East of England,Castle Point,raspberries,1025596
Northern Ireland,Larne,Mixed pepper,1025581
South East England,Mole Valley,millionaire square,1025517
Wales,Ceredigion,cod fillets,1025491
Northern Ireland,Larne,salmon fillets,1025491
South West England,East Devon,dyson tower fan,1025454
West Midlands,Lichfield,hp envy laptop,1025451
Northern Ireland,Larne,raspberries,1025439
Northern Ireland,Larne,x-box 360,1025364
South West England,Forest of Dean,wristwatch,1025315
Wales,Ceredigion,shortbread,1025244
Scotland,Peeblesshire,cheese cake,1025194
London,Haringey,gameboy color,1025165
Scotland,Peeblesshire,beef mince,1024994
South East England,Mole Valley,21 day mature sirlion steak,1024957
Scotland,Peeblesshire,denim jacket,1024955
Wales,Swansea,Lemon,1024946
North West England,Fylde,diced chicken breast,1024934
South East England,Chiltern,british fresh chicken brest fillets,1024930
Wales,Ceredigion,21 day mature sirlion steak,1024868
Scotland,North Ayrshire,organic soured cream,1024759
Wales,Swansea,rice,1024756
London,Haringey,raspberries,1024712
South East England,Mole Valley,oxford shirt,1024712
Scotland,Peeblesshire,dual shock controller,1024706
South West England,Dorset,Slightly salted butter,1024628
Wales,Ceredigion,hp dv 3000 laptop,1024597
West Midlands,Lichfield,cotton tie,1024589
West Midlands,Lichfield,Lemon,1024543
West Midlands,Lichfield,x-box 360,1024506
Scotland,Peeblesshire,minecraft game - xbox,1024499
Yorkshire and the Humber,Richmondshire,silk tie,1024489
Northern Ireland,Larne,celery,1024463
Wales,Ceredigion,lg washing machine,1024458
London,Newham,hotpoint washing machine,1024389
West Midlands,Lichfield,pokemon yellow,1024317
Wales,Ceredigion,wristwatch,1024313
London,Newham,rice,1024291
West Midlands,Lichfield,silk scarf,1024268
Wales,Ceredigion,Fairtrade Bananas Loose,1024263
South West England,East Devon,Brocolli loose,1024244
Scotland,Peeblesshire,croisant ,1024181
South West England,East Devon,raspberries,1024179
East of England,Castle Point,jam doughnut,1024169
Scotland,Peeblesshire,british bramley cooking apples,1024158
North West England,Fylde,croisant ,1024140
Northern Ireland,Larne,hp dv 3000 laptop,1024140
South East England,Mole Valley,olive oil spread,1024071
West Midlands,Staffordshire,red velvet cake,1024045
South West England,East Devon,Fairtrade Bananas Loose,1024036
West Midlands,Stoke-on-Trent,red velvet cake,1023918
Northern Ireland,Larne,denim jeams,1023899
West Midlands,Lichfield,play station 3,1023849
South West England,Dorset,salmon fillets,1023846
West Midlands,Lichfield,brenton jumper,1023815
Scotland,Peeblesshire,denim jeams,1023786
Scotland,Peeblesshire,plastic sunshades,1023766
South East England,Mole Valley,red velvet cake,1023757
North West England,Fylde,british fresh chicken thigh fillets,1023628
Northern Ireland,Larne,hp dv 2000 laptop,1023494
South West England,East Devon,gaming mouse,1023427
South East England,Chiltern,large king prawns,1023398
South West England,East Devon,almond croisant,1023384
South East England,Mole Valley,macaron - x3,1023367
West Midlands,Lichfield,baby potatoes,1023331
Scotland,Peeblesshire,dyson washing machine,1023311
London,Haringey,millionaire square,1023244
Scotland,North Ayrshire,corned beef,1023242
Wales,Ceredigion,dual shock controller,1023231
South West England,East Devon,garlic,1023087
West Midlands,Lichfield,unsalted butter,1023044
South East England,Mole Valley,blue stilton cheese,1023024
South East England,Mole Valley,fresh turkey steak,1023016
South East England,East Sussex,unsalted butter,1022898
East Midlands,South Northamptonshire,mild cheddar cheese,1022898
South West England,Dorset,fresh whole chicken,1022842
Wales,Ceredigion,cheese cake,1022827
Scotland,Peeblesshire,beef sausages,1022695
West Midlands,Staffordshire,chocolate fudge cake,1022640
South East England,Mole Valley,gameboy advance,1022625
South East England,East Sussex,british parsnips loose,1022585
West Midlands,Lichfield,bosch washing machine,1022567
West Midlands,Stoke-on-Trent,classic bowtie,1022494
West Midlands,Lichfield,Almond milk,1022420
South East England,Chiltern,chocolate twist,1022418
West Midlands,Staffordshire,gaming keyboard,1022407
South East England,Chiltern,custard doughnut,1022292
Scotland,North Ayrshire,bosch washing machine,1022261
Northern Ireland,Larne,cotton tie,1022206
London,Lambeth,flapjack,1022175
South West England,Forest of Dean,british fresh chicken brest fillets,1022173
South East England,Chiltern,jam doughnut,1022157
South West England,East Devon,apple macbook air mid 2009,1022101
South West England,East Devon,oxford shirt,1022093
Northern Ireland,Larne,Soy Milk,1022072
Northern Ireland,Larne,hp envy laptop,1021995
South East England,Epsom and Ewell,beef sausages,1021915
South West England,East Devon,beef mince,1021856
South East England,Mole Valley,british parsnips loose,1021832
South East England,Chiltern,Brocolli loose,1021807
West Midlands,Lichfield,Onions Loose,1021667
West Midlands,Lichfield,21 day mature ribeye steak,1021600
South East England,Mole Valley,free range large eggs x12,1021590
South West England,East Devon,play station 3,1021525
South East England,Mole Valley,semi skimmed milk,1021432
London,Haringey,Slightly salted butter,1021429
South East England,Mole Valley,Mixed pepper,1021326
Northern Ireland,Larne,beef sausages,1021298
South East England,East Sussex,wristwatch,1021254
South East England,Mole Valley,wellington boots,1021241
Northern Ireland,Larne,beef mince,1021211
Scotland,Peeblesshire,organic soured cream,1021204
South West England,East Devon,samsung washing machine,1021164
Wales,Swansea,raspberries,1021118
South West England,Forest of Dean,shortbread,1021087
Wales,Ceredigion,beans,1021004
South West England,East Devon,dyson vacuum cleaner,1021000
Scotland,Peeblesshire,olive oil spread,1020944
London,Newham,plastic sunshades,1020870
Wales,Ceredigion,silk scarf,1020845
Scotland,Peeblesshire,21 day mature ribeye steak,1020840
Northern Ireland,Larne,Spring onions bunch,1020618
South West England,East Devon,fresh whole turkey,1020570
Wales,Ceredigion,Spring onions bunch,1020522
Wales,Ceredigion,dyson tower fan,1020503
Scotland,Peeblesshire,hp dv 3000 laptop,1020490
Scotland,Peeblesshire,mild cheddar cheese,1020455
South East England,Mole Valley,corn,1020421
South West England,East Devon,cod fillets,1020381
West Midlands,Lichfield,British carrots loose,1020313
Northern Ireland,Larne,pokemon red,1020260
Northern Ireland,Larne,British baking potatoes loose,1020241
Northern Ireland,Larne,wellington boots,1020231
Wales,Ceredigion,Oats Milk,1020222
West Midlands,Lichfield,dell inspiron laptop,1020131
South East England,Mole Valley,gaming keyboard,1020027
Northern Ireland,Larne,chocolate fudge cake,1019999
Wales,Ceredigion,mature cheddar cheese,1019928
Scotland,Peeblesshire,aubergine,1019867
South East England,Mole Valley,Brocolli loose,1019761
South East England,Mole Valley,white shirt,1019711
Northern Ireland,Larne,olive oil spread,1019709
Northern Ireland,Larne,mild cheddar cheese,1019648
Scotland,Peeblesshire,pain au chocolate,1019540
South East England,Chiltern,play station 3,1019535
London,Lambeth,god of war 2,1019503
North West England,Sefton,blue stilton cheese,1019498
East of England,Castle Point,British baking potatoes loose,1019486
Northern Ireland,Larne,custard doughnut,1019452
London,Newham,salmon fillets,1019278
West Midlands,Lichfield,dyson washing machine,1019278
Scotland,Peeblesshire,hp envy laptop,1019226
South East England,Mole Valley,flapjack,1018956
London,Haringey,British baking potatoes loose,1018923
Northern Ireland,Larne,diced chicken breast,1018797
Scotland,Peeblesshire,oxford shirt,1018704
West Midlands,Lichfield,chocolate twist,1018698
Scotland,Peeblesshire,beans,1018675
Northern Ireland,Larne,organic soured cream,1018579
South West England,Dorset,beef mince,1018540
Northern Ireland,Larne,21 day mature sirlion steak,1018523
South West England,East Devon,Spring onions bunch,1018487
London,Lambeth,rice,1018484
North West England,Sefton,shortbread,1018471
Scotland,Peeblesshire,gaming mouse,1018395
Northern Ireland,Larne,classic bowtie,1018375
South West England,East Devon,british fresh turkey mince,1018257
Northern Ireland,Larne,gaming mouse,1018256
Northern Ireland,Larne,dyson tower fan,1018160
South West England,East Devon,pokemon red,1017960
Northern Ireland,Larne,red velvet cake,1017838
South West England,East Devon,vanilla yoghurt,1017807
Northern Ireland,Larne,Sweet potatoes loose,1017576
Northern Ireland,Larne,god of war 2,1017572
Wales,Ceredigion,croisant ,1017561
Scotland,Peeblesshire,free range large eggs x12,1017505
Scotland,Peeblesshire,pokemon gold,1017452
Scotland,Peeblesshire,Oats Milk,1017344
Wales,Ceredigion,free range large eggs x12,1017343
Northern Ireland,Larne,easy peeler loose,1017173
Northern Ireland,Larne,macaron - x3,1017145
South West England,East Devon,macaron - x3,1017030
Scotland,Peeblesshire,goat cheese,1016998
North East England,Tyne and Wear,corn,1016950
Northern Ireland,Larne,Brocolli loose,1016739
Northern Ireland,Larne,cheese cake,1016723
Scotland,Peeblesshire,diced vernison,1016633
South East England,Mole Valley,linen trousers,1016601
Northern Ireland,Larne,aubergine,1016456
West Midlands,Lichfield,custard doughnut,1016402
South East England,Mole Valley,vanilla yoghurt,1016401
West Midlands,Lichfield,british fresh chicken thigh fillets,1016388
Northern Ireland,Larne,cod fillets,1016281
South East England,Mole Valley,beef sausages,1016244
South East England,Chiltern,pain au chocolate,1016194
West Midlands,Lichfield,blue stilton cheese,1016096
South East England,Mole Valley,Sweet potatoes loose,1016023
Scotland,Peeblesshire,dyson tower fan,1015998
South West England,Dorset,Organic mILK,1015901
Wales,Ceredigion,Brocolli loose,1015768
East of England,Castle Point,pink blazers,1015588
Northern Ireland,Larne,shortbread,1015566
Northern Ireland,Larne,pink blazers,1015427
Scotland,Peeblesshire,gaming keyboard,1015387
Scotland,Peeblesshire,linen shirt,1015278
South East England,Mole Valley,silk tie,1015133
Northern Ireland,Larne,brenton jumper,1015076
North West England,Fylde,classic bowtie,1014927
South West England,East Devon,gameboy advance,1014888
Northern Ireland,Larne,corned beef,1014877
South West England,Forest of Dean,Soy Milk,1014842
Northern Ireland,Larne,halo combat evolved,1014750
Scotland,Peeblesshire,semi skimmed milk,1014708
South West England,Forest of Dean,denim jeams,1014283
West Midlands,Lichfield,denim jeams,1013993
South East England,Mole Valley,goat cheese,1013978
Northern Ireland,Larne,unsalted butter,1013866
South West England,Dorset,free range large eggs x12,1013846
Wales,Ceredigion,plastic sunshades,1013640
West Midlands,Lichfield,organic soured cream,1013526
Northern Ireland,Larne,pokemon yellow,1013484
Northern Ireland,Larne,pokemon gold,1013359
South East England,Mole Valley,Slightly salted butter,1013301
West Midlands,Lichfield,millionaire square,1013235
Scotland,Peeblesshire,organic raspberry yoghurt,1013075
Northern Ireland,Larne,grey blazers,1012911
South East England,Mole Valley,Almond milk,1012473
Wales,Ceredigion,dyson vacuum cleaner,1012453
Northern Ireland,Larne,Plain Greek yoghurt,1012252
